grid_id,crime_count,x,y,distance_to_center,avg_hour,night_ratio,weekend_ratio,neighbourhoods_Downtown,neighbourhoods_Dunbar-Southlands,neighbourhoods_Fairview,neighbourhoods_Grandview-Woodland,neighbourhoods_Hastings-Sunrise,neighbourhoods_Kensington-Cedar Cottage,neighbourhoods_Kerrisdale,neighbourhoods_Killarney,neighbourhoods_Kitsilano,neighbourhoods_Marpole,neighbourhoods_Mount Pleasant,neighbourhoods_Oakridge,neighbourhoods_Renfrew-Collingwood,neighbourhoods_Riley Park,neighbourhoods_Shaughnessy,neighbourhoods_South Cambie,neighbourhoods_Strathcona,neighbourhoods_Sunset,neighbourhoods_Victoria-Fraserview,neighbourhoods_West End,neighbourhoods_West Point Grey,risk
1680,2.0,496448.5581,5458390.0603,5482.591705271508,2.5,1.0,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1681,111.0,496448.5581,5458640.0603,5460.434227853308,16.81981981981982,0.2702702702702703,0.3333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1682,2.0,496448.5581,5458890.0603,5449.667155589592,22.0,1.0,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1683,3.0,496448.5581,5459140.0603,5450.357993445197,7.666666666666667,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1684,0.0,496448.5581,5459390.0603,5462.50239420652,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1685,0.0,496448.5581,5459640.0603,5486.024294214524,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1686,0.0,496448.5581,5459890.0603,5520.778270018818,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1687,0.0,496448.89487798634,5460087.014106429,5556.262688077466,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1688,0.0,496699.45228263945,5450202.38448501,10482.451768154044,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1689,1.0,496698.5581,5450390.0603,10324.951624909037,1.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1690,1.0,496698.5581,5450640.0603,10117.418455649236,1.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1691,0.0,496698.5581,5450890.0603,9911.845759328167,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1692,0.0,496698.5581,5451140.0603,9708.358074706133,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1693,0.0,496698.5581,5451390.0603,9507.089284145373,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1694,0.0,496698.5581,5451640.0603,9308.183324726248,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1695,2.0,496698.5581,5451890.0603,9111.794936054685,16.0,0.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1696,0.0,496698.5581,5452140.0603,8918.090440599479,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1697,1.0,496698.5581,5452390.0603,8727.248550185323,7.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1698,4.0,496698.5581,5452640.0603,8539.461189484487,17.0,0.25,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1699,1.0,496698.5581,5452890.0603,8354.934323901763,10.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1700,2.0,496698.5581,5453140.0603,8173.8887750392,16.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1701,0.0,496698.5581,5453390.0603,7996.561001875233,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1702,0.0,496698.5581,5453640.0603,7823.2038198369755,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1703,1.0,496698.5581,5453890.0603,7654.087023068907,0.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1704,6.0,496698.5581,5454140.0603,7489.4978674615995,18.0,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1705,2.0,496698.5581,5454390.0603,7329.741363562009,11.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1706,0.0,496698.5581,5454640.0603,7175.140319653119,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1707,3.0,496698.5581,5454890.0603,7026.0350665728865,14.0,0.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1708,1.0,496698.5581,5455140.0603,6882.782787994393,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1709,2.0,496698.5581,5455390.0603,6745.75637395184,4.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1710,2.0,496698.5581,5455640.0603,6615.342712718056,5.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1711,3.0,496698.5581,5455890.0603,6491.940338351231,20.666666666666668,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1712,4.0,496698.5581,5456140.0603,6375.956360163697,17.0,0.5,0.25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1713,7.0,496698.5581,5456390.0603,6267.80261788068,8.571428571428571,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1714,7.0,496698.5581,5456640.0603,6167.891033952522,12.428571428571429,0.42857142857142855,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1715,3.0,496698.5581,5456890.0603,6076.628173313875,20.666666666666668,0.6666666666666666,0.3333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1716,0.0,496698.5581,5457140.0603,5994.40907068511,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1717,13.0,496698.5581,5457390.0603,5921.610444525369,14.307692307692308,0.07692307692307693,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1718,1.0,496698.5581,5457640.0603,5858.583481244586,10.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1719,0.0,496698.5581,5457890.0603,5805.646437453106,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1720,2.0,496698.5581,5458140.0603,5763.0773642830745,5.5,0.5,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1721,3.0,496698.5581,5458390.0603,5731.10729760942,10.666666666666666,0.3333333333333333,0.3333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1722,19.0,496698.5581,5458640.0603,5709.914273149113,16.36842105263158,0.5263157894736842,0.15789473684210525,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1723,6.0,496698.5581,5458890.0603,5699.618509752382,11.666666666666666,0.3333333333333333,0.3333333333333333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1724,2.0,496698.5581,5459140.0603,5700.27905516142,20.0,0.5,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1725,2.0,496698.5581,5459390.0603,5711.892108287058,4.0,0.5,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1726,3.0,496698.5581,5459640.0603,5734.391127810518,17.333333333333332,0.6666666666666666,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1727,0.0,496698.5581,5459890.0603,5767.648719947496,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1728,0.0,496688.9919571884,5460077.81693258,5790.19160556121,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1729,0.0,496949.586568181,5450199.535498404,10622.888297263227,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1730,3.0,496948.5581,5450390.0603,10465.008605190527,11.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1731,0.0,496948.5581,5450640.0603,10260.308731062227,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1732,2.0,496948.5581,5450890.0603,10057.657053544419,15.5,0.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1733,1.0,496948.5581,5451140.0603,9857.17989876982,5.0,1.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1734,0.0,496948.5581,5451390.0603,9659.012667281879,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1735,3.0,496948.5581,5451640.0603,9463.300473762407,13.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1736,4.0,496948.5581,5451890.0603,9270.198811606568,9.0,0.25,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1737,3.0,496948.5581,5452140.0603,9079.87423683345,20.0,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1738,2.0,496948.5581,5452390.0603,8892.505063631497,9.5,0.5,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1739,0.0,496948.5581,5452640.0603,8708.28206115947,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1740,2.0,496948.5581,5452890.0603,8527.40913799214,21.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1741,2.0,496948.5581,5453140.0603,8350.10399676027,9.0,0.5,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1742,2.0,496948.5581,5453390.0603,8176.598737049033,18.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1743,2.0,496948.5581,5453640.0603,8007.140379480795,8.0,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1744,0.0,496948.5581,5453890.0603,7841.991278158364,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1745,3.0,496948.5581,5454140.0603,7681.42938239439,7.666666666666667,0.3333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1746,4.0,496948.5581,5454390.0603,7525.7483021100215,11.25,0.75,0.75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1747,3.0,496948.5581,5454640.0603,7375.257124786354,13.333333333333334,0.3333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1748,1.0,496948.5581,5454890.0603,7230.279925888892,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1749,0.0,496948.5581,5455140.0603,7091.154909936173,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1750,4.0,496948.5581,5455390.0603,6958.233116726681,15.0,0.25,0.75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1751,2.0,496948.5581,5455640.0603,6831.8766277437935,9.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1752,2.0,496948.5581,5455890.0603,6712.456212647641,10.5,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1753,6.0,496948.5581,5456140.0603,6600.348366314608,15.166666666666666,0.0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1754,3.0,496948.5581,5456390.0603,6495.931704283222,13.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1755,1.0,496948.5581,5456640.0603,6399.582709576612,17.0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1756,1.0,496948.5581,5456890.0603,6311.670856969012,21.0,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1757,0.0,496948.5581,5457140.0603,6232.553181218107,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1758,1.0,496948.5581,5457390.0603,6162.568401787679,12.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1759,2.0,496948.5581,5457640.0603,6102.030764975866,16.5,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1760,2.0,496948.5581,5457890.0603,6051.223810661109,12.0,0.0,0.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1761,0.0,496948.5581,5458140.0603,6010.394309586682,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1762,0.0,496948.5581,5458390.0603,5979.746642351327,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1763,1.0,496948.5581,5458640.0603,5959.437897714178,6.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1764,0.0,496948.5581,5458890.0603,5949.573951697044,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1765,0.0,496948.5581,5459140.0603,5950.206749072841,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1766,0.0,496948.5581,5459390.0603,5961.332947144623,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1767,3.0,496948.5581,5459640.0603,5982.8940034662155,15.666666666666666,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1768,0.0,496948.5581,5459890.0603,6014.777702185843,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1769,0.0,496928.94353058346,5460049.344942524,6021.087625773968,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1770,0.0,497209.07915233483,5450176.092404614,10789.53238893448,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1771,3.0,497198.5581,5450390.0603,10609.108546749429,20.0,0.6666666666666666,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1772,0.0,497198.5581,5450640.0603,10407.243357715422,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1773,0.0,497198.5581,5450890.0603,10207.509219036336,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1774,0.0,497198.5581,5451140.0603,10010.033696582235,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1775,1.0,497198.5581,5451390.0603,9814.953120454107,14.0,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1776,1.0,497198.5581,5451640.0603,9622.413154022843,17.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1777,1.0,497198.5581,5451890.0603,9432.569377254102,18.0,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1778,2.0,497198.5581,5452140.0603,9245.587877831882,14.5,0.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1779,0.0,497198.5581,5452390.0603,9061.645841496556,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1780,1.0,497198.5581,5452640.0603,8880.932130509265,23.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1781,1.0,497198.5581,5452890.0603,8703.647836207061,0.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1782,5.0,497198.5581,5453140.0603,8530.006788198463,7.6,0.6,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1783,2.0,497198.5581,5453390.0603,8360.235998864617,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1784,5.0,497198.5581,5453640.0603,8194.57601750767,7.8,0.8,0.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1785,2.0,497198.5581,5453890.0603,8033.281163802987,5.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1786,4.0,497198.5581,5454140.0603,7876.6196053073345,14.0,0.75,0.25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1787,0.0,497198.5581,5454390.0603,7724.873238876602,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1788,1.0,497198.5581,5454640.0603,7578.337331282627,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1789,2.0,497198.5581,5454890.0603,7437.319870538842,9.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1790,1.0,497198.5581,5455140.0603,7302.140577030266,19.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1791,6.0,497198.5581,5455390.0603,7173.12952320756,7.166666666666667,0.6666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1792,0.0,497198.5581,5455640.0603,7050.625313169884,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1793,2.0,497198.5581,5455890.0603,6934.972779810453,6.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1794,360.0,497198.5581,5456140.0603,6826.52016819052,16.086111111111112,0.2833333333333333,0.3638888888888889,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1795,0.0,497198.5581,5456390.0603,6725.615790149772,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1796,17.0,497198.5581,5456640.0603,6632.604157245624,14.882352941176471,0.11764705882352941,0.23529411764705882,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1797,1.0,497198.5581,5456890.0603,6547.8216268246,11.0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1798,2.0,497198.5581,5457140.0603,6471.591628549499,19.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1799,5.0,497198.5581,5457390.0603,6404.219574367509,11.8,0.4,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1800,1.0,497198.5581,5457640.0603,6345.987591124959,1.0,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1801,0.0,497198.5581,5457890.0603,6297.14924840693,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1802,0.0,497198.5581,5458140.0603,6257.9244807453515,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1803,0.0,497198.5581,5458390.0603,6228.4949190564475,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1804,4.0,497198.5581,5458640.0603,6208.999847536799,12.25,0.0,0.75,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1805,0.0,497198.5581,5458890.0603,6199.532986984746,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1806,0.0,497198.5581,5459140.0603,6200.14027314802,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1807,0.0,497198.5581,5459390.0603,6210.818750914569,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1808,0.0,497198.5581,5459640.0603,6231.516645786322,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1809,0.0,497197.01007544395,5459887.841504264,6260.287246752103,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1810,0.0,497120.4027370611,5460026.324969077,6205.857926666933,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1811,2.0,497450.7431020075,5450142.682444964,10957.379286985237,10.5,0.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1812,2.0,497448.5581,5450390.0603,10757.088974565182,11.0,0.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1813,2.0,497448.5581,5450640.0603,10558.053483323136,14.5,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1814,0.0,497448.5581,5450890.0603,10361.22693056724,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1815,0.0,497448.5581,5451140.0603,10166.737611284743,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1816,0.0,497448.5581,5451390.0603,9974.722242083326,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1817,1.0,497448.5581,5451640.0603,9785.326461427429,18.0,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1818,0.0,497448.5581,5451890.0603,9598.705334924696,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1819,2.0,497448.5581,5452140.0603,9415.023858531205,20.5,1.0,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1820,1.0,497448.5581,5452390.0603,9234.457450587546,4.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1821,3.0,497448.5581,5452640.0603,9057.192421314227,21.0,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1822,5.0,497448.5581,5452890.0603,8883.426405768883,13.8,0.4,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1823,3.0,497448.5581,5453140.0603,8713.368743299681,11.0,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1824,13.0,497448.55947977054,5453390.060330247,8547.24180437243,16.615384615384617,0.23076923076923078,0.07692307692307693,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1825,5.0,497448.5581,5453640.0603,8385.276093052147,15.4,0.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1826,3.0,497448.5581,5453890.0603,8227.720541359671,19.333333333333332,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1827,1.0,497448.5581,5454140.0603,8074.832224678844,0.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1828,3.0,497448.5581,5454390.0603,7926.881203014959,19.0,0.3333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1829,3.0,497448.5581,5454640.0603,7784.149006584593,13.0,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1830,3.0,497448.5581,5454890.0603,7646.9278737746645,8.666666666666666,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1831,0.0,497448.5581,5455140.0603,7515.5196797501585,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1832,0.0,497448.5581,5455390.0603,7390.234516354128,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1833,1.0,497448.5581,5455640.0603,7271.388887737468,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1834,2.0,497448.5581,5455890.0603,7159.303493127802,0.5,1.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1835,2.0,497448.5581,5456140.0603,7054.30057884635,18.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1836,1.0,497448.5581,5456390.0603,6956.700856491671,12.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1837,2.0,497448.5581,5456640.0603,6866.820003226527,18.5,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
